l,,,,,,Favourite Pokemon 2025 (From Sparklez Squad Survey) ,,,,,,,,
,,,,,," (Curent total of 26,407 votes)",,,,,Notes/Patch:,REMOVED PARTNER PIKACHU/PARTNER EEVEE,,
469th,243,Raikou,Gen II (Johto),14,,,,,,,,,,
470th,743,Ribombee,Gen VII (Alola),14,,,,,,,,,,
471st,527,Woobat,Gen V (Unova),14,,,,,,,,,,
472nd,28,Alolan Sandslash,Gen I (Kanto),13,,,,,,,,,,
473rd,1018,Archaludon,Gen IX (Paldea),13,,,,,,,,,,
474th,69,Bellsprout,Gen I (Kanto),13,,,,,,,,,,
475th,779,Bruxish,Gen VII (Alola),13,,,,,,,,,,
476th,406,Budew,Gen IV (Sinnoh),13,,,,,,,,,,
477th,170,Chinchou,Gen II (Johto),13,,,,,,,,,,
478th,91,Cloyster,Gen I (Kanto),13,,,,,,,,,,
479th,589,Escavalier,Gen V (Unova),13,,,,,,,,,,
480th,981,Farigiraf,Gen IX (Paldea),13,,,,,,,,,,
481st,662,Fletchinder,Gen VI (Kalos),13,,,,,,,,,,
482nd,1000,Gholdengo,Gen IX (Paldea),13,,,,,,,,,,
483rd,362,Glalie,Gen III (Hoenn),13,,,,,,,,,,
484th,720,Hoopa Unbound,Gen VI (Kalos),13,,,,,,,,,,
485th,97,Hypno,Gen I (Kanto),13,,,,,,,,,,
486th,115,Kangaskhan,Gen I (Kanto),13,,,,,,,,,,
487th,775,Komala,Gen VII (Alola),13,,,,,,,,,,
488th,166,Ledian,Gen II (Johto),13,,,,,,,,,,
489th,458,Mantyke,Gen IV (Sinnoh),13,,,,,,,,,,
490th,306,Mega Aggron,Gen III (Hoenn),13,,,,,,,,,,
491st,302,Mega Sableye,Gen III (Hoenn),13,,,,,,,,,,
492nd,809,Melmetal,Gen VII (Alola),13,,,,,,,,,,
493rd,774,Minior (Meteor Form),Gen VII (Alola),13,,,,,,,,,,
494th,1008,Miraidon,Gen IX (Paldea),13,,,,,,,,,,
495th,177,Natu,Gen II (Johto),13,,,,,,,,,,
496th,18,Pidgeot,Gen I (Kanto),13,,,,,,,,,,
497th,672,Skiddo,Gen VI (Kalos),13,,,,,,,,,,
498th,848,Toxel,Gen VIII (Galar/Hisui),13,,,,,,,,,,
499th,320,Wailmer,Gen III (Hoenn),13,,,,,,,,,,
500th,13,Weedle,Gen I (Kanto),13,,,,,,,,,,
501st,40,Wigglytuff,Gen I (Kanto),13,,,,,,,,,,
502nd,718,Zygarde (50% Forme),Gen VI (Kalos),13,,,,,,,,,,
503rd,713,Avalugg,Gen VI (Kalos),12,,,,,,,,,,
504th,427,Buneary,Gen IV (Sinnoh),12,,,,,,,,,,
505th,433,Chingling,Gen IV (Sinnoh),12,,,,,,,,,,
506th,84,Doduo,Gen I (Kanto),12,,,,,,,,,,
507th,841,Flapple,Gen VIII (Galar/Hisui),12,,,,,,,,,,
508th,1006,Iron Valiant,Gen IX (Paldea),12,,,,,,,,,,
509th,109,Koffing,Gen I (Kanto),12,,,,,,,,,,
510th,310,Manectric,Gen III (Hoenn),12,,,,,,,,,,
511th,229,Mega Houndoom,Gen II (Johto),12,,,,,,,,,,
512th,89,Muk,Gen I (Kanto),12,,,,,,,,,,
513th,800,Necrozma,Gen VII (Alola),12,,,,,,,,,,
514th,921,Pawmi,Gen IX (Paldea),12,,,,,,,,,,
515th,519,Pidove,Gen V (Unova),12,,,,,,,,,,
516th,62,Poliwrath,Gen I (Kanto),12,,,,,,,,,,
517th,855,Polteageist,Gen VIII (Galar/Hisui),12,,,,,,,,,,
518th,19,Rattata,Gen I (Kanto),12,,,,,,,,,,
519th,537,Seismitoad,Gen V (Unova),12,,,,,,,,,,
520th,911,Skeledirge,Gen IX (Paldea),12,,,,,,,,,,
521st,791,Solgaleo,Gen VII (Alola),12,,,,,,,,,,
522nd,665,Spewpa,Gen VI (Kalos),12,,,,,,,,,,
523rd,442,Spiritomb,Gen IV (Sinnoh),12,,,,,,,,,,
524th,41,Zubat,Gen I (Kanto),12,,,,,,,,,,
525th,348,Armaldo,Gen III (Hoenn),11,,,,,,,,,,
526th,182,Bellossom,Gen II (Johto),11,,,,,,,,,,
527th,580,Ducklett,Gen V (Unova),11,,,,,,,,,,
528th,632,Durant,Gen V (Unova),11,,,,,,,,,,
529th,125,Electabuzz,Gen I (Kanto),11,,,,,,,,,,
530th,598,Ferrothorn,Gen V (Unova),11,,,,,,,,,,
531st,973,Flamigo,Gen IX (Paldea),11,,,,,,,,,,
532nd,205,Forretress,Gen II (Johto),11,,,,,,,,,,
533rd,679,Honedge,Gen VI (Kalos),11,,,,,,,,,,
534th,601,Klinklang,Gen V (Unova),11,,,,,,,,,,
535th,402,Kricketune,Gen IV (Sinnoh),11,,,,,,,,,,
536th,745,Lycanroc (Midday Form),Gen VII (Alola),11,,,,,,,,,,
537th,82,Magneton,Gen I (Kanto),11,,,,,,,,,,
538th,719,Mega Diancie,Gen VI (Kalos),11,,,,,,,,,,
539th,793,Nihilego,Gen VII (Alola),11,,,,,,,,,,
540th,770,Palossand,Gen VII (Alola),11,,,,,,,,,,
541st,133,Partner Eevee,Gen I (Kanto),11,,,,,,,,,,
542nd,795,Pheromosa,Gen VII (Alola),11,,,,,,,,,,
543rd,78,Rapidash,Gen I (Kanto),11,,,,,,,,,,
544th,369,Relicanth,Gen III (Hoenn),11,,,,,,,,,,
545th,464,Rhyperior,Gen IV (Sinnoh),11,,,,,,,,,,
546th,539,Sawk,Gen V (Unova),11,,,,,,,,,,
547th,217,Ursaring,Gen II (Johto),11,,,,,,,,,,
548th,543,Venipede,Gen V (Unova),11,,,,,,,,,,
549th,746,Wishiwashi (Solo Form),Gen VII (Alola),11,,,,,,,,,,
550th,469,Yanmega,Gen IV (Sinnoh),11,,,,,,,,,,
551st,734,Yungoos,Gen VII (Alola),11,,,,,,,,,,
552nd,888,Zacian (Crowned Sword),Gen VIII (Galar/Hisui),11,,,,,,,,,,
553rd,460,Abomasnow,Gen IV (Sinnoh),10,,,,,,,,,,
554th,27,Alolan Sandshrew,Gen I (Kanto),10,,,,,,,,,,
555th,698,Amaura,Gen VI (Kalos),10,,,,,,,,,,
556th,24,Arbok,Gen I (Kanto),10,,,,,,,,,,
557th,998,Baxcalibur,Gen IX (Paldea),10,,,,,,,,,,
558th,628,Braviary,Gen V (Unova),10,,,,,,,,,,
559th,794,Buzzwole,Gen VII (Alola),10,,,,,,,,,,
560th,351,Castform,Gen III (Hoenn),10,,,,,,,,,,
561st,789,Cosmog,Gen VII (Alola),10,,,,,,,,,,
562nd,742,Cutiefly,Gen VII (Alola),10,,,,,,,,,,
563rd,87,Dewgong,Gen I (Kanto),10,,,,,,,,,,
564th,529,Drilbur,Gen V (Unova),10,,,,,,,,,,
565th,669,Flabébé,Gen VI (Kalos),10,,,,,,,,,,
566th,592,Frillish,Gen V (Unova),10,,,,,,,,,,
567th,76,Golem,Gen I (Kanto),10,,,,,,,,,,
568th,250,Ho-oh,Gen II (Johto),10,,,,,,,,,,
569th,187,Hoppip,Gen II (Johto),10,,,,,,,,,,
570th,124,Jynx,Gen I (Kanto),10,,,,,,,,,,
571st,64,Kadabra,Gen I (Kanto),10,,,,,,,,,,
572nd,647,Keldeo (Ordinary Form),Gen V (Unova),10,,,,,,,,,,
573rd,370,Luvdisc,Gen III (Hoenn),10,,,,,,,,,,
574th,126,Magmar,Gen I (Kanto),10,,,,,,,,,,
575th,687,Malamar,Gen VI (Kalos),10,,,,,,,,,,
576th,105,Marowak,Gen I (Kanto),10,,,,,,,,,,
577th,284,Masquerain,Gen III (Hoenn),10,,,,,,,,,,
578th,212,Mega Scizor,Gen II (Johto),10,,,,,,,,,,
579th,517,Munna,Gen V (Unova),10,,,,,,,,,,
580th,291,Ninjask,Gen III (Hoenn),10,,,,,,,,,,
581st,741,Oricorio (Pom-Pom Style),Gen VII (Alola),10,,,,,,,,,,
582nd,484,Palkia,Gen IV (Sinnoh),10,,,,,,,,,,
583rd,923,Pawmot,Gen IX (Paldea),10,,,,,,,,,,
584th,279,Pelipper,Gen III (Hoenn),10,,,,,,,,,,
585th,57,Primeape,Gen I (Kanto),10,,,,,,,,,,
586th,432,Purugly,Gen IV (Sinnoh),10,,,,,,,,,,
587th,409,Rampardos,Gen IV (Sinnoh),10,,,,,,,,,,
588th,112,Rhydon,Gen I (Kanto),10,,,,,,,,,,
589th,273,Seedot,Gen III (Hoenn),10,,,,,,,,,,
590th,850,Sizzlipede,Gen VIII (Galar/Hisui),10,,,,,,,,,,
591st,685,Slurpuff,Gen VI (Kalos),10,,,,,,,,,,
592nd,957,Tinkatink,Gen IX (Paldea),10,,,,,,,,,,
593rd,176,Togetic,Gen II (Johto),10,,,,,,,,,,
594th,48,Venonat,Gen I (Kanto),10,,,,,,,,,,
595th,767,Wimpod,Gen VII (Alola),10,,,,,,,,,,
596th,835,Yamper,Gen VIII (Galar/Hisui),10,,,,,,,,,,
597th,103,Alolan Exeggutor,Gen I (Kanto),9,,,,,,,,,,
598th,347,Anorith,Gen III (Hoenn),9,,,,,,,,,,
599th,881,Arctozolt,Gen VIII (Galar/Hisui),9,,,,,,,,,,
600th,482,Azelf,Gen IV (Sinnoh),9,,,,,,,,,,
601st,341,Corphish,Gen III (Hoenn),9,,,,,,,,,,
602nd,96,Drowzee,Gen I (Kanto),9,,,,,,,,,,
603rd,578,Duosion,Gen V (Unova),9,,,,,,,,,,
604th,269,Dustox,Gen III (Hoenn),9,,,,,,,,,,
605th,239,Elekid,Gen II (Johto),9,,,,,,,,,,
606th,103,Exeggutor,Gen I (Kanto),9,,,,,,,,,,
607th,77,Galarian Ponyta,Gen I (Kanto),9,,,,,,,,,,
608th,622,Golett,Gen V (Unova),9,,,,,,,,,,
609th,971,Greavard,Gen IX (Paldea),9,,,,,,,,,,
610th,859,Impidimp,Gen VIII (Galar/Hisui),9,,,,,,,,,,
611th,782,Jangmo-o,Gen VII (Alola),9,,,,,,,,,,
612th,140,Kabuto,Gen I (Kanto),9,,,,,,,,,,
613th,647,Keldeo (Resolute Form),Gen V (Unova),9,,,,,,,,,,
614th,281,Kirlia,Gen III (Hoenn),9,,,,,,,,,,
615th,1007,Koraidon,Gen IX (Paldea),9,,,,,,,,,,
616th,401,Kricketot,Gen IV (Sinnoh),9,,,,,,,,,,
617th,552,Krokorok,Gen V (Unova),9,,,,,,,,,,
618th,646,Kyurem,Gen V (Unova),9,,,,,,,,,,
619th,636,Larvesta,Gen V (Unova),9,,,,,,,,,,
620th,296,Makuhita,Gen III (Hoenn),9,,,,,,,,,,
621st,56,Mankey,Gen I (Kanto),9,,,,,,,,,,
622nd,15,Mega Beedrill,Gen I (Kanto),9,,,,,,,,,,
623rd,755,Morelull,Gen VII (Alola),9,,,,,,,,,,
624th,877,Morpeko (Full Belly Mode),Gen VIII (Galar/Hisui),9,,,,,,,,,,
625th,827,Nickit,Gen VIII (Galar/Hisui),9,,,,,,,,,,
626th,31,Nidoqueen,Gen I (Kanto),9,,,,,,,,,,
627th,1017,Ogerpon (Hearthflame Mask),Gen IX (Paldea),9,,,,,,,,,,
628th,95,Onix,Gen I (Kanto),9,,,,,,,,,,
629th,47,Parasect,Gen I (Kanto),9,,,,,,,,,,
630th,382,Primal Kyogre,Gen III (Hoenn),9,,,,,,,,,,
631st,769,Sandygast,Gen VII (Alola),9,,,,,,,,,,
632nd,586,Sawsbuck,Gen V (Unova),9,,,,,,,,,,
633rd,336,Seviper,Gen III (Hoenn),9,,,,,,,,,,
634th,492,Shaymin (Sky Forme),Gen IV (Sinnoh),9,,,,,,,,,,
635th,396,Starly,Gen IV (Sinnoh),9,,,,,,,,,,
636th,785,Tapu Koko,Gen VII (Alola),9,,,,,,,,,,
637th,128,Tauros,Gen I (Kanto),9,,,,,,,,,,
638th,73,Tentacruel,Gen I (Kanto),9,,,,,,,,,,
639th,901,Ursaluna,Gen VIII (Galar/Hisui),9,,,,,,,,,,
640th,892,Urshifu (Single Strike Style),Gen VIII (Galar/Hisui),9,,,,,,,,,,
641st,960,Wiglett,Gen IX (Paldea),9,,,,,,,,,,
642nd,424,Ambipom,Gen IV (Sinnoh),8,,,,,,,,,,
643rd,689,Barbaracle,Gen VI (Kalos),8,,,,,,,,,,
644th,411,Bastiodon,Gen IV (Sinnoh),8,,,,,,,,,,
645th,606,Beheeyem,Gen V (Unova),8,,,,,,,,,,
646th,242,Blissey,Gen II (Johto),8,,,,,,,,,,
647th,323,Camerupt,Gen III (Hoenn),8,,,,,,,,,,
648th,974,Cetoddle,Gen IX (Paldea),8,,,,,,,,,,
649th,421,Cherrim,Gen IV (Sinnoh),8,,,,,,,,,,
650th,415,Combee,Gen IV (Sinnoh),8,,,,,,,,,,
651st,356,Dusclops,Gen III (Hoenn),8,,,,,,,,,,
652nd,605,Elgyem,Gen V (Unova),8,,,,,,,,,,
653rd,907,Floragato,Gen IX (Paldea),8,,,,,,,,,,
654th,873,Frosmoth,Gen VIII (Galar/Hisui),8,,,,,,,,,,
655th,820,Greedent,Gen VIII (Galar/Hisui),8,,,,,,,,,,
656th,736,Grubbin,Gen VII (Alola),8,,,,,,,,,,
657th,799,Guzzlord,Gen VII (Alola),8,,,,,,,,,,
658th,856,Hatenna,Gen VIII (Galar/Hisui),8,,,,,,,,,,
659th,237,Hitmontop,Gen II (Johto),8,,,,,,,,,,
660th,228,Houndour,Gen II (Johto),8,,,,,,,,,,
661st,686,Inkay,Gen VI (Kalos),8,,,,,,,,,,
662nd,991,Iron Bundle,Gen IX (Paldea),8,,,,,,,,,,
663rd,352,Kecleon,Gen III (Hoenn),8,,,,,,,,,,
664th,99,Kingler,Gen I (Kanto),8,,,,,,,,,,
665th,264,Linoone,Gen III (Hoenn),8,,,,,,,,,,
666th,667,Litleo,Gen VI (Kalos),8,,,,,,,,,,
667th,531,Mega Audino,Gen V (Unova),8,,,,,,,,,,
668th,9,Mega Blastoise,Gen I (Kanto),8,,,,,,,,,,
669th,619,Mienfoo,Gen V (Unova),8,,,,,,,,,,
670th,749,Mudbray,Gen VII (Alola),8,,,,,,,,,,
671st,932,Nacli,Gen IX (Paldea),8,,,,,,,,,,
672nd,804,Naganadel,Gen VII (Alola),8,,,,,,,,,,
673rd,33,Nidorino,Gen I (Kanto),8,,,,,,,,,,
674th,224,Octillery,Gen II (Johto),8,,,,,,,,,,
675th,675,Pangoro,Gen VI (Kalos),8,,,,,,,,,,
676th,1025,Pecharunt,Gen IX (Paldea),8,,,,,,,,,,
677th,221,Piloswine,Gen II (Johto),8,,,,,,,,,,
678th,710,Pumpkaboo (Small Size),Gen VI (Kalos),8,,,,,,,,,,
679th,710,Pumpkaboo (Super Size),Gen VI (Kalos),8,,,,,,,,,,
680th,758,Salazzle,Gen VII (Alola),8,,,,,,,,,,
681st,161,Sentret,Gen II (Johto),8,,,,,,,,,,
682nd,516,Simipour,Gen V (Unova),8,,,,,,,,,,
683rd,435,Skuntank,Gen IV (Sinnoh),8,,,,,,,,,,
684th,289,Slaking,Gen III (Hoenn),8,,,,,,,,,,
685th,805,Stakataka,Gen VII (Alola),8,,,,,,,,,,
686th,317,Swalot,Gen III (Hoenn),8,,,,,,,,,,
687th,277,Swellow,Gen III (Hoenn),8,,,,,,,,,,
688th,1024,Terapagos (Terastal Form),Gen IX (Paldea),8,,,,,,,,,,
689th,110,Weezing,Gen I (Kanto),8,,,,,,,,,,
690th,746,Wishiwashi (School Form),Gen VII (Alola),8,,,,,,,,,,
691st,1001,Wo-Chien,Gen IX (Paldea),8,,,,,,,,,,
692nd,51,Alolan Dugtrio,Gen I (Kanto),7,,,,,,,,,,
693rd,339,Barboach,Gen III (Hoenn),7,,,,,,,,,,
694th,712,Bergmite,Gen VI (Kalos),7,,,,,,,,,,
695th,525,Boldore,Gen V (Unova),7,,,,,,,,,,
696th,331,Cacnea,Gen III (Hoenn),7,,,,,,,,,,
697th,5,Charmeleon,Gen I (Kanto),7,,,,,,,,,,
698th,1004,Chi-Yu,Gen IX (Paldea),7,,,,,,,,,,
699th,408,Cranidos,Gen IV (Sinnoh),7,,,,,,,,,,
700th,585,Deerling,Gen V (Unova),7,,,,,,,,,,
701st,477,Dusknoir,Gen IV (Sinnoh),7,,,,,,,,,,
702nd,603,Eelektrik,Gen V (Unova),7,,,,,,,,,,
703rd,101,Electrode,Gen I (Kanto),7,,,,,,,,,,
704th,890,Eternatus,Gen VIII (Galar/Hisui),7,,,,,,,,,,
705th,295,Exploud,Gen III (Hoenn),7,,,,,,,,,,
706th,92,Gastly,Gen I (Kanto),7,,,,,,,,,,
707th,74,Geodude,Gen I (Kanto),7,,,,,,,,,,
708th,970,Glimmora,Gen IX (Paldea),7,,,,,,,,,,
709th,297,Hariyama,Gen III (Hoenn),7,,,,,,,,,,
710th,857,Hattrem,Gen VIII (Galar/Hisui),7,,,,,,,,,,
711th,631,Heatmor,Gen V (Unova),7,,,,,,,,,,
712th,694,Helioptile,Gen VI (Kalos),7,,,,,,,,,,
713th,507,Herdier,Gen V (Unova),7,,,,,,,,,,
714th,189,Jumpluff,Gen II (Johto),7,,,,,,,,,,
715th,950,Klawf,Gen IX (Paldea),7,,,,,,,,,,
716th,646,Kyurem (Black Kyurem),Gen V (Unova),7,,,,,,,,,,
717th,481,Mesprit,Gen IV (Sinnoh),7,,,,,,,,,,
718th,860,Morgrem,Gen VIII (Galar/Hisui),7,,,,,,,,,,
719th,299,Nosepass,Gen III (Hoenn),7,,,,,,,,,,
720th,138,Omanyte,Gen I (Kanto),7,,,,,,,,,,
721st,513,Pansear,Gen V (Unova),7,,,,,,,,,,
722nd,46,Paras,Gen I (Kanto),7,,,,,,,,,,
723rd,624,Pawniard,Gen V (Unova),7,,,,,,,,,,
724th,499,Pignite,Gen V (Unova),7,,,,,,,,,,
725th,803,Poipole,Gen VII (Alola),7,,,,,,,,,,
726th,383,Primal Groudon,Gen III (Hoenn),7,,,,,,,,,,
727th,710,Pumpkaboo (Large Size),Gen VI (Kalos),7,,,,,,,,,,
728th,1021,Raging Bolt,Gen IX (Paldea),7,,,,,,,,,,
729th,1005,Roaring Moon,Gen IX (Paldea),7,,,,,,,,,,
730th,744,Rockruff (Own Tempo Rockruff),Gen VII (Alola),7,,,,,,,,,,
731st,319,Sharpedo,Gen III (Hoenn),7,,,,,,,,,,
732nd,90,Shellder,Gen I (Kanto),7,,,,,,,,,,
733rd,266,Silcoon,Gen III (Hoenn),7,,,,,,,,,,
734th,514,Simisear,Gen V (Unova),7,,,,,,,,,,
735th,1013,Sinistcha,Gen IX (Paldea),7,,,,,,,,,,
736th,188,Skiploom,Gen II (Johto),7,,,,,,,,,,
737th,451,Skorupi,Gen IV (Sinnoh),7,,,,,,,,,,
738th,459,Snover,Gen IV (Sinnoh),7,,,,,,,,,,
739th,120,Staryu,Gen I (Kanto),7,,,,,,,,,,
740th,874,Stonjourner,Gen VIII (Galar/Hisui),7,,,,,,,,,,
741st,465,Tangrowth,Gen IV (Sinnoh),7,,,,,,,,,,
742nd,786,Tapu Lele,Gen VII (Alola),7,,,,,,,,,,
743rd,776,Turtonator,Gen VII (Alola),7,,,,,,,,,,
744th,696,Tyrunt,Gen VI (Kalos),7,,,,,,,,,,
745th,901,Ursaluna (Bloodmoon),Gen VIII (Galar/Hisui),7,,,,,,,,,,
746th,892,Urshifu (Rapid Strike Style),Gen VIII (Galar/Hisui),7,,,,,,,,,,
747th,584,Vanilluxe,Gen V (Unova),7,,,,,,,,,,
748th,666,Vivillon,Gen VI (Kalos),7,,,,,,,,,,
749th,360,Wynaut,Gen III (Hoenn),7,,,,,,,,,,
750th,438,Bonsly,Gen IV (Sinnoh),6,,,,,,,,,,
751st,420,Cherubi,Gen IV (Sinnoh),6,,,,,,,,,,
752nd,833,Chewtle,Gen VIII (Galar/Hisui),6,,,,,,,,,,
753rd,173,Cleffa,Gen II (Johto),6,,,,,,,,,,
754th,534,Conkeldurr,Gen V (Unova),6,,,,,,,,,,
755th,342,Crawdaunt,Gen III (Hoenn),6,,,,,,,,,,
756th,723,Dartrix,Gen VII (Alola),6,,,,,,,,,,
757th,751,Dewpider,Gen VII (Alola),6,,,,,,,,,,
758th,880,Dracozolt,Gen VIII (Galar/Hisui),6,,,,,,,,,,
759th,884,Duraludon,Gen VIII (Galar/Hisui),6,,,,,,,,,,
760th,800,Dusk Mane Necrozma,Gen VII (Alola),6,,,,,,,,,,
761st,349,Feebas,Gen III (Hoenn),6,,,,,,,,,,
762nd,79,Galarian Slowpoke,Gen I (Kanto),6,,,,,,,,,,
763rd,934,Garganacl,Gen IX (Paldea),6,,,,,,,,,,
764th,575,Gothorita,Gen V (Unova),6,,,,,,,,,,
765th,383,Groudon,Gen III (Hoenn),6,,,,,,,,,,
766th,107,Hitmonchan,Gen I (Kanto),6,,,,,,,,,,
767th,106,Hitmonlee,Gen I (Kanto),6,,,,,,,,,,
768th,876,Indeedee (Male),Gen VIII (Galar/Hisui),6,,,,,,,,,,
769th,593,Jellicent,Gen V (Unova),6,,,,,,,,,,
770th,646,Kyurem (White Kyurem),Gen V (Unova),6,,,,,,,,,,
771st,463,Lickilicky,Gen IV (Sinnoh),6,,,,,,,,,,
772nd,510,Liepard,Gen V (Unova),6,,,,,,,,,,
773rd,506,Lillipup,Gen V (Unova),6,,,,,,,,,,
774th,457,Lumineon,Gen IV (Sinnoh),6,,,,,,,,,,
775th,747,Mareanie,Gen VII (Alola),6,,,,,,,,,,
776th,259,Marshtomp,Gen III (Hoenn),6,,,,,,,,,,
777th,428,Mega Lopunny,Gen IV (Sinnoh),6,,,,,,,,,,
778th,3,Mega Venusaur,Gen I (Kanto),6,,,,,,,,,,
779th,11,Metapod,Gen I (Kanto),6,,,,,,,,,,
780th,391,Monferno,Gen IV (Sinnoh),6,,,,,,,,,,
781st,518,Musharna,Gen V (Unova),6,,,,,,,,,,
782nd,968,Orthworm,Gen IX (Paldea),6,,,,,,,,,,
783rd,511,Pansage,Gen V (Unova),6,,,,,,,,,,
784th,863,Perrserker,Gen VIII (Galar/Hisui),6,,,,,,,,,,
785th,127,Pinsir,Gen I (Kanto),6,,,,,,,,,,
786th,476,Probopass,Gen IV (Sinnoh),6,,,,,,,,,,
787th,668,Pyroar,Gen VI (Kalos),6,,,,,,,,,,
788th,966,Revavroom,Gen IX (Paldea),6,,,,,,,,,,
789th,812,Rillaboom,Gen VIII (Galar/Hisui),6,,,,,,,,,,
790th,496,Servine,Gen V (Unova),6,,,,,,,,,,
791st,218,Slugma,Gen II (Johto),6,,,,,,,,,,
792nd,167,Spinarak,Gen II (Johto),6,,,,,,,,,,
793rd,192,Sunflora,Gen II (Johto),6,,,,,,,,,,
794th,684,Swirlix,Gen VI (Kalos),6,,,,,,,,,,
795th,1024,Terapagos (Stellar Form),Gen IX (Paldea),6,,,,,,,,,,
796th,828,Thievul,Gen VIII (Galar/Hisui),6,,,,,,,,,,
797th,811,Thwackey,Gen VIII (Galar/Hisui),6,,,,,,,,,,
798th,582,Vanillite,Gen V (Unova),6,,,,,,,,,,
799th,100,Voltorb,Gen I (Kanto),6,,,,,,,,,,
800th,193,Yanma,Gen II (Johto),6,,,,,,,,,,
801st,523,Zebstrika,Gen V (Unova),6,,,,,,,,,,
802nd,634,Zweilous,Gen V (Unova),6,,,,,,,,,,
803rd,142,Aerodactyl,Gen I (Kanto),5,,,,,,,,,,
804th,761,Bounsweet,Gen VII (Alola),5,,,,,,,,,,
805th,437,Bronzong,Gen IV (Sinnoh),5,,,,,,,,,,
806th,565,Carracosta,Gen V (Unova),5,,,,,,,,,,
807th,797,Celesteela,Gen VII (Alola),5,,,,,,,,,,
808th,839,Coalossal,Gen VIII (Galar/Hisui),5,,,,,,,,,,
809th,822,Corvisquire,Gen VIII (Galar/Hisui),5,,,,,,,,,,
810th,615,Cryogonal,Gen V (Unova),5,,,,,,,,,,
811th,800,Dawn Wings Necrozma,Gen VII (Alola),5,,,,,,,,,,
812th,825,Dottler,Gen VIII (Galar/Hisui),5,,,,,,,,,,
813th,309,Electrike,Gen III (Hoenn),5,,,,,,,,,,
814th,1016,Fezandipiti,Gen IX (Paldea),5,,,,,,,,,,
815th,670,Floette,Gen VI (Kalos),5,,,,,,,,,,
816th,611,Fraxure,Gen V (Unova),5,,,,,,,,,,
817th,554,Galarian Darumaka,Gen V (Unova),5,,,,,,,,,,
818th,264,Galarian Linoone,Gen III (Hoenn),5,,,,,,,,,,
819th,78,Galarian Rapidash,Gen I (Kanto),5,,,,,,,,,,
820th,80,Galarian Slowbro,Gen I (Kanto),5,,,,,,,,,,
821st,88,Grimer,Gen I (Kanto),5,,,,,,,,,,
822nd,724,Hisuian Decidueye,Gen VII (Alola),5,,,,,,,,,,
823rd,549,Hisuian Lilligant,Gen V (Unova),5,,,,,,,,,,
824th,100,Hisuian Voltorb,Gen I (Kanto),5,,,,,,,,,,
825th,116,Horsea,Gen I (Kanto),5,,,,,,,,,,
826th,599,Klink,Gen V (Unova),5,,,,,,,,,,
827th,920,Lokix,Gen IX (Paldea),5,,,,,,,,,,
828th,943,Mabosstiff,Gen IX (Paldea),5,,,,,,,,,,
829th,66,Machop,Gen I (Kanto),5,,,,,,,,,,
830th,925,Maushold (Family of Three),Gen IX (Paldea),5,,,,,,,,,,
831st,445,Mega Garchomp,Gen IV (Sinnoh),5,,,,,,,,,,
832nd,146,Moltres,Gen I (Kanto),5,,,,,,,,,,
833rd,877,Morpeko (Hangry Mode),Gen VIII (Galar/Hisui),5,,,,,,,,,,
834th,765,Oranguru,Gen VII (Alola),5,,,,,,,,,,
835th,16,Pidgey,Gen I (Kanto),5,,,,,,,,,,
836th,509,Purrloin,Gen V (Unova),5,,,,,,,,,,
837th,651,Quilladin,Gen VI (Kalos),5,,,,,,,,,,
838th,211,Qwilfish,Gen II (Johto),5,,,,,,,,,,
839th,894,Regieleki,Gen VIII (Galar/Hisui),5,,,,,,,,,,
840th,379,Registeel,Gen III (Hoenn),5,,,,,,,,,,
841st,953,Rellor,Gen IX (Paldea),5,,,,,,,,,,
842nd,627,Rufflet,Gen V (Unova),5,,,,,,,,,,
843rd,985,Scream Tail,Gen IX (Paldea),5,,,,,,,,,,
844th,117,Seadra,Gen I (Kanto),5,,,,,,,,,,
845th,854,Sinistea,Gen VIII (Galar/Hisui),5,,,,,,,,,,
846th,897,Spectrier,Gen VIII (Galar/Hisui),5,,,,,,,,,,
847th,682,Spritzee,Gen VI (Kalos),5,,,,,,,,,,
848th,978,Tatsugiri (Stretchy Form),Gen IX (Paldea),5,,,,,,,,,,
849th,602,Tynamo,Gen V (Unova),5,,,,,,,,,,
850th,480,Uxie,Gen IV (Sinnoh),5,,,,,,,,,,
851st,640,Virizion,Gen V (Unova),5,,,,,,,,,,
852nd,365,Walrein,Gen III (Hoenn),5,,,,,,,,,,
853rd,505,Watchog,Gen V (Unova),5,,,,,,,,,,
854th,70,Weepinbell,Gen I (Kanto),5,,,,,,,,,,
855th,544,Whirlipede,Gen V (Unova),5,,,,,,,,,,
856th,961,Wugtrio,Gen IX (Paldea),5,,,,,,,,,,
857th,893,Zarude,Gen VIII (Galar/Hisui),5,,,,,,,,,,
858th,19,Alolan Rattata,Gen I (Kanto),4,,,,,,,,,,
859th,298,Azurill,Gen III (Hoenn),4,,,,,,,,,,
860th,343,Baltoy,Gen III (Hoenn),4,,,,,,,,,,
861st,374,Beldum,Gen III (Hoenn),4,,,,,,,,,,
862nd,729,Brionne,Gen VII (Alola),4,,,,,,,,,,
863rd,455,Carnivine,Gen IV (Sinnoh),4,,,,,,,,,,
864th,975,Cetitan,Gen IX (Paldea),4,,,,,,,,,,
865th,366,Clamperl,Gen III (Hoenn),4,,,,,,,,,,
866th,764,Comfey,Gen VII (Alola),4,,,,,,,,,,
